Web Search interest: selena gomez
United States; 2004 - present

Interest over time
Week,selena gomez
Zanesville OH,0
Parkersburg WV,0
Clarksburg-Weston WV,0
Dothan AL,0
Victoria TX,0
Monroe LA-El Dorado AR,0
Ottumwa IA-Kirksville MO,0
St. Joseph MO,0
Jackson TN,0
Lake Charles LA,0
Alexandria LA,0
Greenwood-Greenville MS,0
Sherman TX-Ada OK,0
San Angelo TX,0
Meridian MS,0
Quincy IL-Hannibal MO-Keokuk IA,0
Jonesboro AR,0
Mankato MN,0
North Platte NE,0
Fairbanks AK,0
Juneau AK,0
Butte-Bozeman MT,0
Great Falls MT,0
Billings MT,0
Cheyenne WY-Scottsbluff NE,0
Twin Falls ID,0
Rapid City SD,0
Helena MT,0
Casper-Riverton WY,0
Grand Junction-Montrose CO,0
Glendive MT,0
Eureka CA,0
Bend OR,0


Top cities for selena gomez
City,selena gomez
San Antonio,100
Los Angeles,100
Houston,86
New York,85
Las Vegas,82
Dallas,79
Phoenix,69
Chicago,68
Milpitas,68
San Diego,68
Sterling,65
Philadelphia,64
San Jose,64
Miami,63
Denver,62



Top searches for selena gomez
justin bieber,100
miley cyrus,30
selena gomez lyrics,25
demi lovato,25
selena gomez pregnant,20
taylor swift,15
selena gomez pictures,15
selena gomez songs,15
selena gomez pics,15
selena gomez hot,10
selena gomez 2013,10
selena gomez bikini,10
selena gomez twitter,10
selena gomez hair,10
ariana grande,10
selena gomez games,10
vanessa hudgens,10
who says,10
selena gomez facebook,10
selena gomez 2012,5
selena gomez videos,5
selena gomez instagram,5
spring breakers,5
selena gomez 2014,5
selena gomez tumblr,5
selena gomez movies,5
victoria justice,5
selena gomez naturally,5
selena gomez birthday,5
selena gomez age,5
selena gomez tattoo,5
nick jonas,5
selena gomez news,5
justin beiber,5
selena gomez tour,5
taylor lautner,5
justin bieber twitter,5
selena gomez wiki,5
miranda cosgrove,5
zedd selena gomez,5
kendall jenner,5
zedd,5



Rising searches for selena gomez
demi lovato,Breakout
justin bieber,Breakout
miley cyrus,Breakout
selena gomez 2013,Breakout
selena gomez bikini,Breakout
selena gomez hot,Breakout
selena gomez lyrics,Breakout
selena gomez pics,Breakout
selena gomez pictures,Breakout
selena gomez pregnant,Breakout



